,region,district,year,month,mean_mon_rainfall_mm
177496,Volta,North Tongu,2013,9,78.309265
177497,Western,Ahanta West,2013,9,92.53794
177498,Western,Aowin / Suaman,2013,9,112.39251
177499,Western,Sefwi Bibiani-Ahwiaso Bekwai,2013,9,126.99644
177500,Western,Jomoro,2013,9,79.69683
177501,Ashanti,K M A,2013,9,153.37375
177502,Upper East,Bawku West,2013,9,134.25998
177503,Upper East,Bongo,2013,9,124.52335
177504,Upper East,Builsa,2013,9,125.44205
177505,Northern,West Mamprusi,2013,9,128.93066
177506,Northern,Savelugu Nanton,2013,9,131.78304
177507,Northern,Tolon Kumbugu,2013,9,113.38634
177508,Northern,Yendi,2013,9,170.19127
177509,Northern,Tamale,2013,9,140.12315
177510,Upper West,Wa West,2013,9,176.17726
177511,Upper West,Wa Municipal,2013,9,156.27821
177512,Upper West,Wa East,2013,9,143.42186
177513,Upper East,Bawku Municipal,2013,9,136.69197
177514,Northern,East Mamprusi,2013,9,153.98349
177515,Northern,Central Gonja,2013,9,151.97908
177516,Northern,West Gonja,2013,9,124.87283
177517,Northern,Bole,2013,9,175.46814
177518,Northern,Sawla / Tuna / Kalba,2013,9,177.74802
177519,Northern,Nanumba North,2013,9,210.56978
177520,Brong Ahafo,Kintampo,2013,9,183.49811
177521,Brong Ahafo,Kintampo South,2013,9,189.16171
177522,Brong Ahafo,Wenchi,2013,9,167.19644
177523,Brong Ahafo,Tain,2013,9,170.92142
177524,Brong Ahafo,Jaman South,2013,9,132.11354
177525,Brong Ahafo,Jaman North,2013,9,163.9421
177526,Brong Ahafo,Asunafo North,2013,9,143.78949
177527,Brong Ahafo,Asunafo South,2013,9,143.4645
177528,Brong Ahafo,Tano North,2013,9,176.46889
177529,Brong Ahafo,Tano South,2013,9,190.43729
177530,Ashanti,Atwima Mponua,2013,9,130.96579
177531,Ashanti,Atwima Nwabiagya,2013,9,159.88243
177532,Ashanti,Amansie Central,2013,9,118.39661
177533,Ashanti,Obuasi Municipal,2013,9,98.47476
177534,Ashanti,Adansi North,2013,9,114.59408
177535,Western,Bia,2013,9,115.57551
177536,Western,Juabeso,2013,9,132.72543
177537,Western,Wassa Amenfi East,2013,9,82.27578
177538,Western,Wassa Amenfi West,2013,9,99.874344
177539,Central,Assin North,2013,9,94.71808
177540,Central,Assin South,2013,9,80.12563
177541,Volta,Krachi East,2013,9,220.9372
177542,Volta,Krachi West,2013,9,233.39742
177543,Greater Accra,Ga East,2013,9,47.23795
177544,Volta,South Dayi,2013,9,129.38428
177545,Volta,Norh Dayi (Kpando),2013,9,135.80934
177546,Northern,Karaga,2013,9,133.56166
177547,Northern,Gushiegu,2013,9,158.56946
177548,Brong Ahafo,Pru,2013,9,198.0075
177549,Brong Ahafo,Atebubu Amantin,2013,9,245.30376
177550,Eastern,Kwahu West,2013,9,147.44957
177551,Eastern,Atiwa,2013,9,128.72603
177552,Eastern,East Akim,2013,9,98.16318
177553,Upper West,Sissala West,2013,9,135.87688
177554,Upper West,Sissala East,2013,9,129.4626
177555,Upper East,Bolgatanga,2013,9,127.85556
177556,Upper East,Talensi Nabdam,2013,9,135.23235
177557,Volta,South Tongu,2013,9,45.104782
177558,Upper East,Kasena Nankana East,2013,9,122.18137
177559,Upper East,Kasena Nankana West,2013,9,120.44012
177560,Upper West,Jirapa,2013,9,139.09515
177561,Upper West,Lambussie Karni,2013,9,140.81462
177562,Northern,Kpandai,2013,9,230.20268
177563,Northern,East Gonja,2013,9,174.55624
177564,Brong Ahafo,Dormaa East,2013,9,97.67994
177565,Brong Ahafo,Dormaa Municipal,2013,9,97.58861
177566,Brong Ahafo,Nkoranza South,2013,9,213.59894
177567,Brong Ahafo,Nkoranza North,2013,9,209.01222
177568,Brong Ahafo,Sunyani Municipal,2013,9,155.04926
177569,Brong Ahafo,Sunyani West,2013,9,137.77429
177570,Central,Upper Denkyira West,2013,9,116.76276
177571,Central,Upper Denkyira East,2013,9,92.9054
177572,Central,Awutu Senya,2013,9,51.10301
177573,Central,Effutu,2013,9,51.784485
177574,Western,Prestea / Huni Valley,2013,9,105.2298
177575,Western,Tarkwa Nsuaem,2013,9,96.91341
177576,Western,Sefwi Wiawso,2013,9,133.05412
177577,Western,Sefwi Akontombra,2013,9,125.8334
177578,Greater Accra,Ga West,2013,9,48.957317
177579,Greater Accra,Weija (Ga South),2013,9,49.33564
177580,Greater Accra,Adenta,2013,9,51.399376
177581,Greater Accra,Tema,2013,9,44.01496
177582,Greater Accra,Ashaiman,2013,9,51.44684
177583,Greater Accra,Ledzokuku / Krowor,2013,9,36.480965
177584,Greater Accra,A M A,2013,9,40.681034
177585,Volta,Biakoye,2013,9,162.61783
177586,Eastern,Birim South,2013,9,92.639626
177587,Eastern,Birim Central Municipal,2013,9,74.28685
177588,Eastern,Kwahu East,2013,9,147.13387
177589,Eastern,Kwahu South,2013,9,137.0353
177590,Ashanti,Adansi South,2013,9,111.92531
177591,Ashanti,Bosome Freho,2013,9,134.87663
177592,Ashanti,Sekyere South,2013,9,181.77711
177593,Ashanti,Sekyere Central,2013,9,200.20753
177594,Ashanti,Mampong Municipal,2013,9,189.33955
177595,Ashanti,Offinso North,2013,9,205.87521
177596,Ashanti,Offinso Municipal,2013,9,178.81505
177597,Ashanti,Ejisu Juaben,2013,9,147.83649
177598,Ashanti,Sekyere East,2013,9,173.60217
177599,Central,Agona East,2013,9,60.682674
177600,Central,Agona West,2013,9,64.54086
177601,Eastern,Lower Manya Krobo,2013,9,88.145035
177602,Eastern,Upper Manya Krobo,2013,9,104.83112
177603,Western,Shama,2013,9,92.661064
177604,Western,Sekondi-Takoradi,2013,9,94.41362
177605,Western,Mpohor-Wassa East,2013,9,95.46764
177606,Western,Nzema East,2013,9,89.28982
177607,Western,Ellembelle,2013,9,83.99702
177608,Ashanti,Bekwai Municipal,2013,9,131.29259
177609,Ashanti,Kwabre East,2013,9,179.55801
177610,Ashanti,Afigya Kwabre,2013,9,185.18588
177611,Ashanti,Atwima Kwanwoma,2013,9,145.93298
177612,Ashanti,Bosumtwi,2013,9,150.81839
177613,Eastern,Birim North,2013,9,147.3828
177614,Eastern,Akyemansa,2013,9,123.36169
177615,Brong Ahafo,Sene,2013,9,189.43346
177616,Ashanti,Sekyere Afram Plains,2013,9,196.83786
177617,Eastern,Kwahu North,2013,9,148.04288
177618,Central,Gomoa West,2013,9,59.767708
177619,Central,Gomoa East,2013,9,49.64997
177620,Volta,Akatsi,2013,9,84.06842
177621,Volta,Hohoe,2013,9,172.19885
177622,Volta,Kadjebi,2013,9,218.75574
177623,Northern,Zabzugu-Tatale,2013,9,241.43967
177624,Upper East,Garu Tempane,2013,9,148.59619
177625,Northern,Bunkpurugu Yonyo,2013,9,168.15317
177626,Northern,Nanumba South,2013,9,246.93196
177627,Volta,Ho,2013,9,151.16603
177628,Volta,Adaklu Anyigbe,2013,9,121.31906
177629,Northern,Chereponi,2013,9,186.72853
177630,Northern,Saboba,2013,9,185.72963
177631,Volta,Jasikan,2013,9,183.86507
177632,Volta,Ketu North,2013,9,73.293594
177633,Volta,Ketu South,2013,9,51.85443
177634,Volta,Nkwanta North,2013,9,266.68375
177635,Volta,Nkwanta South,2013,9,288.19373
177918,Ashanti,Ahafo Ano North,2013,10,122.04132
177919,Ashanti,Ahafo Ano South,2013,10,131.7686
177920,Ashanti,Amansie West,2013,10,142.23753
177921,Ashanti,Asante Akim North,2013,10,138.84744
177922,Ashanti,Asante Akim South,2013,10,133.08124
177923,Ashanti,Ejura Sekye Dumasi,2013,10,143.73561
177924,Brong Ahafo,Asutifi,2013,10,130.4297
177925,Brong Ahafo,Berekum,2013,10,130.76848
177926,Brong Ahafo,Techiman,2013,10,105.38124
177927,Central,Ajumanku / Enyan / Essiam,2013,10,69.43056
177928,Central,Abura / Asebu / Kwamankese,2013,10,49.78864
177929,Central,Asikuma / Odoben / Brakwa,2013,10,98.39864
177930,Central,Cape Coast,2013,10,34.094
177931,Central,Komenda / Edina / Eguafo / Abirem,2013,10,49.926025
177932,Central,Mfantsiman,2013,10,45.062096
177933,Central,Twifo / Heman / Lower Denkyira,2013,10,107.63879
177934,Eastern,Akwapim North,2013,10,89.5445
177935,Eastern,Akwapim South,2013,10,87.26645
177936,Eastern,Asuogyaman,2013,10,95.761314
177937,Eastern,Fanteakwa,2013,10,108.60452
177938,Eastern,Kwaebibirem,2013,10,127.48505
177939,Eastern,New Juaben Municipal,2013,10,99.39698
177940,Eastern,Suhum / Kraboa Coaltar,2013,10,98.01326
177941,Eastern,West Akim,2013,10,102.56307
177942,Eastern,Yilo Krobo,2013,10,89.07521
177943,Greater Accra,Dangbe East,2013,10,28.49442
177944,Greater Accra,Dangbe West,2013,10,47.726856
177945,Upper West,Lawra,2013,10,57.856087
177946,Upper West,Nadowli,2013,10,64.92401
177947,Volta,Keta Municipal,2013,10,32.206795
177948,Volta,North Tongu,2013,10,60.559982
177949,Western,Ahanta West,2013,10,56.010227
177950,Western,Aowin / Suaman,2013,10,121.62225
177951,Western,Sefwi Bibiani-Ahwiaso Bekwai,2013,10,140.82697
177952,Western,Jomoro,2013,10,73.563705
177953,Ashanti,K M A,2013,10,148.3692
177954,Upper East,Bawku West,2013,10,66.7506
177955,Upper East,Bongo,2013,10,56.51541
177956,Upper East,Builsa,2013,10,55.95408
177957,Northern,West Mamprusi,2013,10,74.118904
177958,Northern,Savelugu Nanton,2013,10,102.84399
177959,Northern,Tolon Kumbugu,2013,10,100.687
177960,Northern,Yendi,2013,10,129.13615
177961,Northern,Tamale,2013,10,116.20991
177962,Upper West,Wa West,2013,10,73.14561
177963,Upper West,Wa Municipal,2013,10,78.13179
177964,Upper West,Wa East,2013,10,77.94467
177965,Upper East,Bawku Municipal,2013,10,60.75607
177966,Northern,East Mamprusi,2013,10,70.401985
177967,Northern,Central Gonja,2013,10,96.67917
177968,Northern,West Gonja,2013,10,104.16341
177969,Northern,Bole,2013,10,92.28196
177970,Northern,Sawla / Tuna / Kalba,2013,10,93.61564
177971,Northern,Nanumba North,2013,10,155.32866
177972,Brong Ahafo,Kintampo,2013,10,98.027176
177973,Brong Ahafo,Kintampo South,2013,10,110.22919
177974,Brong Ahafo,Wenchi,2013,10,110.74129
177975,Brong Ahafo,Tain,2013,10,97.98425
177976,Brong Ahafo,Jaman South,2013,10,115.46166
177977,Brong Ahafo,Jaman North,2013,10,97.127045
177978,Brong Ahafo,Asunafo North,2013,10,134.79707
177979,Brong Ahafo,Asunafo South,2013,10,126.63669
177980,Brong Ahafo,Tano North,2013,10,115.52843
177981,Brong Ahafo,Tano South,2013,10,118.65597
177982,Ashanti,Atwima Mponua,2013,10,127.90373
177983,Ashanti,Atwima Nwabiagya,2013,10,150.51419
177984,Ashanti,Amansie Central,2013,10,134.54587
177985,Ashanti,Obuasi Municipal,2013,10,134.62567
177986,Ashanti,Adansi North,2013,10,118.07215
177987,Western,Bia,2013,10,150.54395
177988,Western,Juabeso,2013,10,124.18808
177989,Western,Wassa Amenfi East,2013,10,115.10049
177990,Western,Wassa Amenfi West,2013,10,122.31116
177991,Central,Assin North,2013,10,126.76723
177992,Central,Assin South,2013,10,98.24826
177993,Volta,Krachi East,2013,10,129.88838
177994,Volta,Krachi West,2013,10,113.09279
177995,Greater Accra,Ga East,2013,10,53.889374
177996,Volta,South Dayi,2013,10,102.7169
177997,Volta,Norh Dayi (Kpando),2013,10,90.52815
177998,Northern,Karaga,2013,10,102.17381
177999,Northern,Gushiegu,2013,10,81.87877
178000,Brong Ahafo,Pru,2013,10,105.34554
178001,Brong Ahafo,Atebubu Amantin,2013,10,125.7986
178002,Eastern,Kwahu West,2013,10,126.3019
178003,Eastern,Atiwa,2013,10,118.08206
178004,Eastern,East Akim,2013,10,111.87605
178005,Upper West,Sissala West,2013,10,61.41487
178006,Upper West,Sissala East,2013,10,61.14097
178007,Upper East,Bolgatanga,2013,10,60.75345
178008,Upper East,Talensi Nabdam,2013,10,66.510864
178009,Volta,South Tongu,2013,10,38.62704
178010,Upper East,Kasena Nankana East,2013,10,57.467346
178011,Upper East,Kasena Nankana West,2013,10,52.17914
178012,Upper West,Jirapa,2013,10,63.355343
178013,Upper West,Lambussie Karni,2013,10,61.532745
178014,Northern,Kpandai,2013,10,119.95548
178015,Northern,East Gonja,2013,10,122.0787
178016,Brong Ahafo,Dormaa East,2013,10,126.93909
178017,Brong Ahafo,Dormaa Municipal,2013,10,132.26567
178018,Brong Ahafo,Nkoranza South,2013,10,131.52576
178019,Brong Ahafo,Nkoranza North,2013,10,123.00456
178020,Brong Ahafo,Sunyani Municipal,2013,10,105.7379
178021,Brong Ahafo,Sunyani West,2013,10,116.23076
178022,Central,Upper Denkyira West,2013,10,140.52756
178023,Central,Upper Denkyira East,2013,10,122.21235
178024,Central,Awutu Senya,2013,10,74.63373
178025,Central,Effutu,2013,10,36.431904
178026,Western,Prestea / Huni Valley,2013,10,120.04616
178027,Western,Tarkwa Nsuaem,2013,10,96.51641
178028,Western,Sefwi Wiawso,2013,10,126.78874
178029,Western,Sefwi Akontombra,2013,10,129.37457
178030,Greater Accra,Ga West,2013,10,61.82915
178031,Greater Accra,Weija (Ga South),2013,10,71.85857
178032,Greater Accra,Adenta,2013,10,46.263763
178033,Greater Accra,Tema,2013,10,39.776375
178034,Greater Accra,Ashaiman,2013,10,50.78831
178035,Greater Accra,Ledzokuku / Krowor,2013,10,43.19086
178036,Greater Accra,A M A,2013,10,38.71667
178037,Volta,Biakoye,2013,10,125.56007
178038,Eastern,Birim South,2013,10,122.4155
178039,Eastern,Birim Central Municipal,2013,10,110.32658
178040,Eastern,Kwahu East,2013,10,115.94859
178041,Eastern,Kwahu South,2013,10,117.67123
178042,Ashanti,Adansi South,2013,10,135.57407
178043,Ashanti,Bosome Freho,2013,10,135.05759
178044,Ashanti,Sekyere South,2013,10,138.4209
178045,Ashanti,Sekyere Central,2013,10,144.38277
178046,Ashanti,Mampong Municipal,2013,10,133.7937
178047,Ashanti,Offinso North,2013,10,125.55672
178048,Ashanti,Offinso Municipal,2013,10,142.88022
178049,Ashanti,Ejisu Juaben,2013,10,148.48866
178050,Ashanti,Sekyere East,2013,10,145.12679
178051,Central,Agona East,2013,10,85.16098
178052,Central,Agona West,2013,10,90.82396
178053,Eastern,Lower Manya Krobo,2013,10,81.84491
178054,Eastern,Upper Manya Krobo,2013,10,100.22035
178055,Western,Shama,2013,10,64.79594
178056,Western,Sekondi-Takoradi,2013,10,61.256977
178057,Western,Mpohor-Wassa East,2013,10,96.10689
178058,Western,Nzema East,2013,10,78.38405
178059,Western,Ellembelle,2013,10,83.03911
178060,Ashanti,Bekwai Municipal,2013,10,127.1795
178061,Ashanti,Kwabre East,2013,10,152.7065
178062,Ashanti,Afigya Kwabre,2013,10,147.9242
178063,Ashanti,Atwima Kwanwoma,2013,10,139.22813
178064,Ashanti,Bosumtwi,2013,10,157.47342
178065,Eastern,Birim North,2013,10,132.3173
178066,Eastern,Akyemansa,2013,10,133.06557
178067,Brong Ahafo,Sene,2013,10,117.87788
178068,Ashanti,Sekyere Afram Plains,2013,10,132.6742
178069,Eastern,Kwahu North,2013,10,101.35328
178070,Central,Gomoa West,2013,10,56.578033
178071,Central,Gomoa East,2013,10,47.262
178072,Volta,Akatsi,2013,10,64.28339
178073,Volta,Hohoe,2013,10,109.83718
178074,Volta,Kadjebi,2013,10,157.54884
178075,Northern,Zabzugu-Tatale,2013,10,151.28137
178076,Upper East,Garu Tempane,2013,10,64.52507
178077,Northern,Bunkpurugu Yonyo,2013,10,62.10253
178078,Northern,Nanumba South,2013,10,161.5608
178079,Volta,Ho,2013,10,88.094475
178080,Volta,Adaklu Anyigbe,2013,10,83.82439
178081,Northern,Chereponi,2013,10,71.99978
178082,Northern,Saboba,2013,10,111.28864
178083,Volta,Jasikan,2013,10,153.8977
178084,Volta,Ketu North,2013,10,50.033386
178085,Volta,Ketu South,2013,10,31.399057
178086,Volta,Nkwanta North,2013,10,158.42319
178087,Volta,Nkwanta South,2013,10,142.61424
178370,Ashanti,Ahafo Ano North,2013,11,138.80574
178371,Ashanti,Ahafo Ano South,2013,11,134.77686
178372,Ashanti,Amansie West,2013,11,142.39708
178373,Ashanti,Asante Akim North,2013,11,91.40815
178374,Ashanti,Asante Akim South,2013,11,110.79484
178375,Ashanti,Ejura Sekye Dumasi,2013,11,72.901085
178376,Brong Ahafo,Asutifi,2013,11,137.76392
178377,Brong Ahafo,Berekum,2013,11,105.05347
178378,Brong Ahafo,Techiman,2013,11,107.56252
178379,Central,Ajumanku / Enyan / Essiam,2013,11,69.83169
178380,Central,Abura / Asebu / Kwamankese,2013,11,51.2111
178381,Central,Asikuma / Odoben / Brakwa,2013,11,90.32703
178382,Central,Cape Coast,2013,11,43.58619
178383,Central,Komenda / Edina / Eguafo / Abirem,2013,11,54.320744
178384,Central,Mfantsiman,2013,11,52.77958
178385,Central,Twifo / Heman / Lower Denkyira,2013,11,111.76269
178386,Eastern,Akwapim North,2013,11,52.62348
178387,Eastern,Akwapim South,2013,11,65.33063
178388,Eastern,Asuogyaman,2013,11,40.346035
178389,Eastern,Fanteakwa,2013,11,57.780796
178390,Eastern,Kwaebibirem,2013,11,116.3886
178391,Eastern,New Juaben Municipal,2013,11,48.316654
178392,Eastern,Suhum / Kraboa Coaltar,2013,11,65.39348
178393,Eastern,West Akim,2013,11,94.56079
178394,Eastern,Yilo Krobo,2013,11,50.661434
178395,Greater Accra,Dangbe East,2013,11,28.671589
178396,Greater Accra,Dangbe West,2013,11,39.642723
178397,Upper West,Lawra,2013,11,7.071885
178398,Upper West,Nadowli,2013,11,5.503548
178399,Volta,Keta Municipal,2013,11,28.846027
178400,Volta,North Tongu,2013,11,30.224388
178401,Western,Ahanta West,2013,11,90.91698
178402,Western,Aowin / Suaman,2013,11,200.63622
178403,Western,Sefwi Bibiani-Ahwiaso Bekwai,2013,11,157.14635
178404,Western,Jomoro,2013,11,167.52917
178405,Ashanti,K M A,2013,11,119.02298
178406,Upper East,Bawku West,2013,11,3.1012144
178407,Upper East,Bongo,2013,11,1.1002501
178408,Upper East,Builsa,2013,11,1.9277918
178409,Northern,West Mamprusi,2013,11,4.045694
178410,Northern,Savelugu Nanton,2013,11,3.3322337
178411,Northern,Tolon Kumbugu,2013,11,2.5466743
178412,Northern,Yendi,2013,11,7.394265
178413,Northern,Tamale,2013,11,6.4651747
178414,Upper West,Wa West,2013,11,6.675081
178415,Upper West,Wa Municipal,2013,11,6.045153
178416,Upper West,Wa East,2013,11,6.3435197
178417,Upper East,Bawku Municipal,2013,11,1.899463
178418,Northern,East Mamprusi,2013,11,4.5439544
178419,Northern,Central Gonja,2013,11,11.697297
178420,Northern,West Gonja,2013,11,7.945013
178421,Northern,Bole,2013,11,34.350407
178422,Northern,Sawla / Tuna / Kalba,2013,11,14.196307
178423,Northern,Nanumba North,2013,11,16.55437
178424,Brong Ahafo,Kintampo,2013,11,46.823074
178425,Brong Ahafo,Kintampo South,2013,11,86.845055
178426,Brong Ahafo,Wenchi,2013,11,90.2438
178427,Brong Ahafo,Tain,2013,11,62.365818
178428,Brong Ahafo,Jaman South,2013,11,92.050865
178429,Brong Ahafo,Jaman North,2013,11,66.9533
178430,Brong Ahafo,Asunafo North,2013,11,156.20226
178431,Brong Ahafo,Asunafo South,2013,11,162.38535
178432,Brong Ahafo,Tano North,2013,11,119.50008
178433,Brong Ahafo,Tano South,2013,11,120.02765
178434,Ashanti,Atwima Mponua,2013,11,146.87408
178435,Ashanti,Atwima Nwabiagya,2013,11,123.90545
178436,Ashanti,Amansie Central,2013,11,130.48033
178437,Ashanti,Obuasi Municipal,2013,11,109.56073
178438,Ashanti,Adansi North,2013,11,119.09016
178439,Western,Bia,2013,11,155.42741
178440,Western,Juabeso,2013,11,176.91864
178441,Western,Wassa Amenfi East,2013,11,117.53799
178442,Western,Wassa Amenfi West,2013,11,151.3335
178443,Central,Assin North,2013,11,124.37693
178444,Central,Assin South,2013,11,97.8653
178445,Volta,Krachi East,2013,11,45.075714
178446,Volta,Krachi West,2013,11,25.425959
178447,Greater Accra,Ga East,2013,11,43.815998
178448,Volta,South Dayi,2013,11,36.046837
178449,Volta,Norh Dayi (Kpando),2013,11,35.7292
178450,Northern,Karaga,2013,11,3.738569
178451,Northern,Gushiegu,2013,11,4.853018
178452,Brong Ahafo,Pru,2013,11,51.107365
178453,Brong Ahafo,Atebubu Amantin,2013,11,60.28369
178454,Eastern,Kwahu West,2013,11,102.2019
178455,Eastern,Atiwa,2013,11,103.81169
178456,Eastern,East Akim,2013,11,79.8345
178457,Upper West,Sissala West,2013,11,3.5716937
178458,Upper West,Sissala East,2013,11,3.3853323
178459,Upper East,Bolgatanga,2013,11,3.4560742
178460,Upper East,Talensi Nabdam,2013,11,3.369761
178461,Volta,South Tongu,2013,11,26.524294
178462,Upper East,Kasena Nankana East,2013,11,2.2582238
178463,Upper East,Kasena Nankana West,2013,11,1.4307083
178464,Upper West,Jirapa,2013,11,4.991032
178465,Upper West,Lambussie Karni,2013,11,3.5201552
178466,Northern,Kpandai,2013,11,22.689428
178467,Northern,East Gonja,2013,11,17.991028
178468,Brong Ahafo,Dormaa East,2013,11,120.47066
178469,Brong Ahafo,Dormaa Municipal,2013,11,143.62048
178470,Brong Ahafo,Nkoranza South,2013,11,82.70125
178471,Brong Ahafo,Nkoranza North,2013,11,83.26643
178472,Brong Ahafo,Sunyani Municipal,2013,11,98.430885
178473,Brong Ahafo,Sunyani West,2013,11,93.833534
178474,Central,Upper Denkyira West,2013,11,135.87267
178475,Central,Upper Denkyira East,2013,11,108.75353
178476,Central,Awutu Senya,2013,11,65.603455
178477,Central,Effutu,2013,11,45.393463
178478,Western,Prestea / Huni Valley,2013,11,148.18889
178479,Western,Tarkwa Nsuaem,2013,11,141.62512
178480,Western,Sefwi Wiawso,2013,11,158.08511
178481,Western,Sefwi Akontombra,2013,11,182.10796
178482,Greater Accra,Ga West,2013,11,49.13944
178483,Greater Accra,Weija (Ga South),2013,11,54.38671
178484,Greater Accra,Adenta,2013,11,38.0766
178485,Greater Accra,Tema,2013,11,29.066126
178486,Greater Accra,Ashaiman,2013,11,38.986855
178487,Greater Accra,Ledzokuku / Krowor,2013,11,22.889807
178488,Greater Accra,A M A,2013,11,32.214703
178489,Volta,Biakoye,2013,11,64.361946
178490,Eastern,Birim South,2013,11,111.95869
178491,Eastern,Birim Central Municipal,2013,11,107.15179
178492,Eastern,Kwahu East,2013,11,74.69804
178493,Eastern,Kwahu South,2013,11,76.921005
178494,Ashanti,Adansi South,2013,11,119.14914
178495,Ashanti,Bosome Freho,2013,11,123.53616
178496,Ashanti,Sekyere South,2013,11,96.75477
178497,Ashanti,Sekyere Central,2013,11,76.61334
178498,Ashanti,Mampong Municipal,2013,11,78.82796
178499,Ashanti,Offinso North,2013,11,105.52578
178500,Ashanti,Offinso Municipal,2013,11,116.62463
178501,Ashanti,Ejisu Juaben,2013,11,108.87682
178502,Ashanti,Sekyere East,2013,11,97.64463
178503,Central,Agona East,2013,11,81.81648
178504,Central,Agona West,2013,11,83.02659
178505,Eastern,Lower Manya Krobo,2013,11,48.80292
178506,Eastern,Upper Manya Krobo,2013,11,40.933628
178507,Western,Shama,2013,11,74.74796
178508,Western,Sekondi-Takoradi,2013,11,78.076324
178509,Western,Mpohor-Wassa East,2013,11,111.43358
178510,Western,Nzema East,2013,11,133.52237
178511,Western,Ellembelle,2013,11,148.20668
178512,Ashanti,Bekwai Municipal,2013,11,121.14211
178513,Ashanti,Kwabre East,2013,11,108.43435
178514,Ashanti,Afigya Kwabre,2013,11,114.1908
178515,Ashanti,Atwima Kwanwoma,2013,11,127.17277
178516,Ashanti,Bosumtwi,2013,11,131.11456
178517,Eastern,Birim North,2013,11,116.2839
178518,Eastern,Akyemansa,2013,11,121.99622
178519,Brong Ahafo,Sene,2013,11,51.108677
178520,Ashanti,Sekyere Afram Plains,2013,11,75.91713
178521,Eastern,Kwahu North,2013,11,48.523937
178522,Central,Gomoa West,2013,11,81.88197
178523,Central,Gomoa East,2013,11,51.049843
178524,Volta,Akatsi,2013,11,28.013052
178525,Volta,Hohoe,2013,11,61.283085
178526,Volta,Kadjebi,2013,11,92.2981
178527,Northern,Zabzugu-Tatale,2013,11,17.49179
178528,Upper East,Garu Tempane,2013,11,2.3699863
178529,Northern,Bunkpurugu Yonyo,2013,11,4.5311275
178530,Northern,Nanumba South,2013,11,25.922588
178531,Volta,Ho,2013,11,31.41973
178532,Volta,Adaklu Anyigbe,2013,11,32.25515
178533,Northern,Chereponi,2013,11,5.1065493
178534,Northern,Saboba,2013,11,6.7925253
178535,Volta,Jasikan,2013,11,85.64225
178536,Volta,Ketu North,2013,11,32.81432
178537,Volta,Ketu South,2013,11,26.256927
178538,Volta,Nkwanta North,2013,11,29.951477
178539,Volta,Nkwanta South,2013,11,49.8581
178822,Ashanti,Ahafo Ano North,2013,12,16.855051
178823,Ashanti,Ahafo Ano South,2013,12,17.17833
178824,Ashanti,Amansie West,2013,12,22.632767
178825,Ashanti,Asante Akim North,2013,12,20.076159
178826,Ashanti,Asante Akim South,2013,12,28.543264
178827,Ashanti,Ejura Sekye Dumasi,2013,12,9.893465
178828,Brong Ahafo,Asutifi,2013,12,15.112871
178829,Brong Ahafo,Berekum,2013,12,13.323101
178830,Brong Ahafo,Techiman,2013,12,10.302181
178831,Central,Ajumanku / Enyan / Essiam,2013,12,65.932304
178832,Central,Abura / Asebu / Kwamankese,2013,12,55.15926
178833,Central,Asikuma / Odoben / Brakwa,2013,12,55.911484
178834,Central,Cape Coast,2013,12,39.046417
178835,Central,Komenda / Edina / Eguafo / Abirem,2013,12,53.468456
178836,Central,Mfantsiman,2013,12,54.083057
178837,Central,Twifo / Heman / Lower Denkyira,2013,12,59.45856
178838,Eastern,Akwapim North,2013,12,38.45787
178839,Eastern,Akwapim South,2013,12,46.528812
178840,Eastern,Asuogyaman,2013,12,31.052929
178841,Eastern,Fanteakwa,2013,12,17.791431
178842,Eastern,Kwaebibirem,2013,12,32.13956
178843,Eastern,New Juaben Municipal,2013,12,31.460226
178844,Eastern,Suhum / Kraboa Coaltar,2013,12,42.03815
178845,Eastern,West Akim,2013,12,47.931034
178846,Eastern,Yilo Krobo,2013,12,36.476887
178847,Greater Accra,Dangbe East,2013,12,24.648708
178848,Greater Accra,Dangbe West,2013,12,39.966816
178849,Upper West,Lawra,2013,12,2.9441128
178850,Upper West,Nadowli,2013,12,3.0065792
178851,Volta,Keta Municipal,2013,12,14.552158
178852,Volta,North Tongu,2013,12,33.73847
178853,Western,Ahanta West,2013,12,49.23175
178854,Western,Aowin / Suaman,2013,12,51.74958
178855,Western,Sefwi Bibiani-Ahwiaso Bekwai,2013,12,23.464882
178856,Western,Jomoro,2013,12,65.21979
178857,Ashanti,K M A,2013,12,19.657227
178858,Upper East,Bawku West,2013,12,2.4829297
178859,Upper East,Bongo,2013,12,2.7130234
178860,Upper East,Builsa,2013,12,2.7806563
178861,Northern,West Mamprusi,2013,12,2.7925918
178862,Northern,Savelugu Nanton,2013,12,2.804067
178863,Northern,Tolon Kumbugu,2013,12,2.5437987
178864,Northern,Yendi,2013,12,3.1775799
178865,Northern,Tamale,2013,12,3.348145
178866,Upper West,Wa West,2013,12,2.91416
178867,Upper West,Wa Municipal,2013,12,3.039359
178868,Upper West,Wa East,2013,12,2.9649546
178869,Upper East,Bawku Municipal,2013,12,2.2275603
178870,Northern,East Mamprusi,2013,12,2.3879008
178871,Northern,Central Gonja,2013,12,3.0929005
178872,Northern,West Gonja,2013,12,3.4419277
178873,Northern,Bole,2013,12,5.004545
178874,Northern,Sawla / Tuna / Kalba,2013,12,4.1981406
178875,Northern,Nanumba North,2013,12,4.5918646
