,region,district,year,month,mean_mon_rainfall_mm
1665,Upper West,Lawra,1981,4,52.064457
1666,Upper West,Nadowli,1981,4,45.75511
1667,Volta,Keta Municipal,1981,4,129.13344
1668,Volta,North Tongu,1981,4,130.72264
1669,Western,Ahanta West,1981,4,77.99311
1670,Western,Aowin / Suaman,1981,4,119.23486
1671,Western,Sefwi Bibiani-Ahwiaso Bekwai,1981,4,98.25623
1672,Western,Jomoro,1981,4,126.61513
1673,Ashanti,K M A,1981,4,79.976845
1674,Upper East,Bawku West,1981,4,45.197704
1675,Upper East,Bongo,1981,4,38.718376
1676,Upper East,Builsa,1981,4,48.652454
1677,Northern,West Mamprusi,1981,4,53.943214
1678,Northern,Savelugu Nanton,1981,4,71.734024
1679,Northern,Tolon Kumbugu,1981,4,77.28758
1680,Northern,Yendi,1981,4,60.168285
1681,Northern,Tamale,1981,4,76.29785
1682,Upper West,Wa West,1981,4,54.48029
1683,Upper West,Wa Municipal,1981,4,49.21588
1684,Upper West,Wa East,1981,4,33.427868
1685,Upper East,Bawku Municipal,1981,4,43.543198
1686,Northern,East Mamprusi,1981,4,62.09552
1687,Northern,Central Gonja,1981,4,72.96713
1688,Northern,West Gonja,1981,4,58.407276
1689,Northern,Bole,1981,4,62.33842
1690,Northern,Sawla / Tuna / Kalba,1981,4,57.905804
1691,Northern,Nanumba North,1981,4,50.85065
1692,Brong Ahafo,Kintampo,1981,4,79.28875
1693,Brong Ahafo,Kintampo South,1981,4,69.33964
1694,Brong Ahafo,Wenchi,1981,4,76.58891
1695,Brong Ahafo,Tain,1981,4,78.76951
1696,Brong Ahafo,Jaman South,1981,4,95.49839
1697,Brong Ahafo,Jaman North,1981,4,91.57057
1698,Brong Ahafo,Asunafo North,1981,4,78.928276
1699,Brong Ahafo,Asunafo South,1981,4,94.226685
1700,Brong Ahafo,Tano North,1981,4,75.98906
1701,Brong Ahafo,Tano South,1981,4,79.46718
1702,Ashanti,Atwima Mponua,1981,4,85.615005
1703,Ashanti,Atwima Nwabiagya,1981,4,69.12554
1704,Ashanti,Amansie Central,1981,4,67.26951
1705,Ashanti,Obuasi Municipal,1981,4,116.60485
1706,Ashanti,Adansi North,1981,4,70.879425
1707,Western,Bia,1981,4,87.97448
1708,Western,Juabeso,1981,4,101.19965
1709,Western,Wassa Amenfi East,1981,4,105.66522
1710,Western,Wassa Amenfi West,1981,4,128.45413
1711,Central,Assin North,1981,4,162.1925
1712,Central,Assin South,1981,4,140.5476
1713,Volta,Krachi East,1981,4,52.487434
1714,Volta,Krachi West,1981,4,45.066597
1715,Greater Accra,Ga East,1981,4,71.283615
1716,Volta,South Dayi,1981,4,119.99622
1717,Volta,Norh Dayi (Kpando),1981,4,115.65059
1718,Northern,Karaga,1981,4,69.34819
1719,Northern,Gushiegu,1981,4,69.214226
1720,Brong Ahafo,Pru,1981,4,77.057724
1721,Brong Ahafo,Atebubu Amantin,1981,4,102.60313
1722,Eastern,Kwahu West,1981,4,111.19272
1723,Eastern,Atiwa,1981,4,107.52613
1724,Eastern,East Akim,1981,4,109.19333
1725,Upper West,Sissala West,1981,4,45.37607
1726,Upper West,Sissala East,1981,4,36.81167
1727,Upper East,Bolgatanga,1981,4,38.380505
1728,Upper East,Talensi Nabdam,1981,4,41.214035
1729,Volta,South Tongu,1981,4,134.72842
1730,Upper East,Kasena Nankana East,1981,4,40.577007
1731,Upper East,Kasena Nankana West,1981,4,45.146595
1732,Upper West,Jirapa,1981,4,49.421295
1733,Upper West,Lambussie Karni,1981,4,54.06985
1734,Northern,Kpandai,1981,4,49.8534
1735,Northern,East Gonja,1981,4,63.068333
1736,Brong Ahafo,Dormaa East,1981,4,79.17932
1737,Brong Ahafo,Dormaa Municipal,1981,4,78.06208
1738,Brong Ahafo,Nkoranza South,1981,4,91.42827
1739,Brong Ahafo,Nkoranza North,1981,4,92.19708
1740,Brong Ahafo,Sunyani Municipal,1981,4,73.52886
1741,Brong Ahafo,Sunyani West,1981,4,78.06936
1742,Central,Upper Denkyira West,1981,4,86.10949
1743,Central,Upper Denkyira East,1981,4,89.65555
1744,Central,Awutu Senya,1981,4,77.632706
1745,Central,Effutu,1981,4,72.17459
1746,Western,Prestea / Huni Valley,1981,4,119.36607
1747,Western,Tarkwa Nsuaem,1981,4,103.52783
1748,Western,Sefwi Wiawso,1981,4,109.17159
1749,Western,Sefwi Akontombra,1981,4,118.28448
1750,Greater Accra,Ga West,1981,4,70.37711
1751,Greater Accra,Weija (Ga South),1981,4,74.7131
1752,Greater Accra,Adenta,1981,4,70.85327
1753,Greater Accra,Tema,1981,4,72.99678
1754,Greater Accra,Ashaiman,1981,4,73.337494
1755,Greater Accra,Ledzokuku / Krowor,1981,4,65.54852
1756,Greater Accra,A M A,1981,4,61.63801
1757,Volta,Biakoye,1981,4,93.66106
1758,Eastern,Birim South,1981,4,130.21881
1759,Eastern,Birim Central Municipal,1981,4,107.06039
1760,Eastern,Kwahu East,1981,4,102.57676
1761,Eastern,Kwahu South,1981,4,106.7854
1762,Ashanti,Adansi South,1981,4,165.15819
1763,Ashanti,Bosome Freho,1981,4,151.44601
1764,Ashanti,Sekyere South,1981,4,107.4627
1765,Ashanti,Sekyere Central,1981,4,125.16046
1766,Ashanti,Mampong Municipal,1981,4,110.42995
1767,Ashanti,Offinso North,1981,4,83.577286
1768,Ashanti,Offinso Municipal,1981,4,77.41091
1769,Ashanti,Ejisu Juaben,1981,4,108.88293
1770,Ashanti,Sekyere East,1981,4,112.93543
1771,Central,Agona East,1981,4,86.189735
1772,Central,Agona West,1981,4,88.642456
1773,Eastern,Lower Manya Krobo,1981,4,108.38309
1774,Eastern,Upper Manya Krobo,1981,4,112.69378
1775,Western,Shama,1981,4,53.324192
1776,Western,Sekondi-Takoradi,1981,4,54.775208
1777,Western,Mpohor-Wassa East,1981,4,81.394775
1778,Western,Nzema East,1981,4,125.3026
1779,Western,Ellembelle,1981,4,131.13452
1780,Ashanti,Bekwai Municipal,1981,4,106.47987
1781,Ashanti,Kwabre East,1981,4,83.66506
1782,Ashanti,Afigya Kwabre,1981,4,99.78292
1783,Ashanti,Atwima Kwanwoma,1981,4,76.339
1784,Ashanti,Bosumtwi,1981,4,118.09175
1785,Eastern,Birim North,1981,4,99.892555
1786,Eastern,Akyemansa,1981,4,131.67078
1787,Brong Ahafo,Sene,1981,4,64.11021
1788,Ashanti,Sekyere Afram Plains,1981,4,105.77256
1789,Eastern,Kwahu North,1981,4,100.20385
1790,Central,Gomoa West,1981,4,87.85174
1791,Central,Gomoa East,1981,4,74.88428
1792,Volta,Akatsi,1981,4,144.27834
1793,Volta,Hohoe,1981,4,119.48489
1794,Volta,Kadjebi,1981,4,69.577034
1795,Northern,Zabzugu-Tatale,1981,4,60.557102
1796,Upper East,Garu Tempane,1981,4,50.146088
1797,Northern,Bunkpurugu Yonyo,1981,4,69.67538
1798,Northern,Nanumba South,1981,4,49.92728
1799,Volta,Ho,1981,4,145.4164
1800,Volta,Adaklu Anyigbe,1981,4,139.89662
1801,Northern,Chereponi,1981,4,75.200424
1802,Northern,Saboba,1981,4,66.91506
1803,Volta,Jasikan,1981,4,82.651634
1804,Volta,Ketu North,1981,4,132.14172
1805,Volta,Ketu South,1981,4,115.72977
1806,Volta,Nkwanta North,1981,4,51.58743
1807,Volta,Nkwanta South,1981,4,51.788536
2090,Ashanti,Ahafo Ano North,1981,5,197.78532
2091,Ashanti,Ahafo Ano South,1981,5,176.30276
2092,Ashanti,Amansie West,1981,5,243.94649
2093,Ashanti,Asante Akim North,1981,5,262.93533
2094,Ashanti,Asante Akim South,1981,5,264.62238
2095,Ashanti,Ejura Sekye Dumasi,1981,5,197.83908
2096,Brong Ahafo,Asutifi,1981,5,182.48305
2097,Brong Ahafo,Berekum,1981,5,147.65364
2098,Brong Ahafo,Techiman,1981,5,144.2369
2099,Central,Ajumanku / Enyan / Essiam,1981,5,382.9475
2100,Central,Abura / Asebu / Kwamankese,1981,5,302.0989
2101,Central,Asikuma / Odoben / Brakwa,1981,5,361.36066
2102,Central,Cape Coast,1981,5,243.94987
2103,Central,Komenda / Edina / Eguafo / Abirem,1981,5,151.19543
2104,Central,Mfantsiman,1981,5,411.20706
2105,Central,Twifo / Heman / Lower Denkyira,1981,5,235.38109
2106,Eastern,Akwapim North,1981,5,227.97954
2107,Eastern,Akwapim South,1981,5,235.42096
2108,Eastern,Asuogyaman,1981,5,221.69562
2109,Eastern,Fanteakwa,1981,5,241.49832
2110,Eastern,Kwaebibirem,1981,5,309.33682
2111,Eastern,New Juaben Municipal,1981,5,204.25621
2112,Eastern,Suhum / Kraboa Coaltar,1981,5,244.09766
2113,Eastern,West Akim,1981,5,293.06195
2114,Eastern,Yilo Krobo,1981,5,208.51707
2115,Greater Accra,Dangbe East,1981,5,206.63011
2116,Greater Accra,Dangbe West,1981,5,202.0621
2117,Upper West,Lawra,1981,5,118.24393
2118,Upper West,Nadowli,1981,5,129.80486
2119,Volta,Keta Municipal,1981,5,255.16513
2120,Volta,North Tongu,1981,5,231.51323
2121,Western,Ahanta West,1981,5,340.2664
2122,Western,Aowin / Suaman,1981,5,282.79367
2123,Western,Sefwi Bibiani-Ahwiaso Bekwai,1981,5,302.0842
2124,Western,Jomoro,1981,5,323.21976
2125,Ashanti,K M A,1981,5,187.5674
2126,Upper East,Bawku West,1981,5,120.47172
2127,Upper East,Bongo,1981,5,108.67698
2128,Upper East,Builsa,1981,5,116.44943
2129,Northern,West Mamprusi,1981,5,136.3187
2130,Northern,Savelugu Nanton,1981,5,179.65031
2131,Northern,Tolon Kumbugu,1981,5,178.27786
2132,Northern,Yendi,1981,5,177.24559
2133,Northern,Tamale,1981,5,192.17705
2134,Upper West,Wa West,1981,5,141.1505
2135,Upper West,Wa Municipal,1981,5,139.20634
2136,Upper West,Wa East,1981,5,93.78129
2137,Upper East,Bawku Municipal,1981,5,114.61729
2138,Northern,East Mamprusi,1981,5,149.77927
2139,Northern,Central Gonja,1981,5,141.76909
2140,Northern,West Gonja,1981,5,106.77404
2141,Northern,Bole,1981,5,129.89333
2142,Northern,Sawla / Tuna / Kalba,1981,5,130.2565
2143,Northern,Nanumba North,1981,5,168.11879
2144,Brong Ahafo,Kintampo,1981,5,115.25311
2145,Brong Ahafo,Kintampo South,1981,5,136.3922
2146,Brong Ahafo,Wenchi,1981,5,166.6542
2147,Brong Ahafo,Tain,1981,5,163.06021
2148,Brong Ahafo,Jaman South,1981,5,159.27841
2149,Brong Ahafo,Jaman North,1981,5,186.67314
2150,Brong Ahafo,Asunafo North,1981,5,187.806
2151,Brong Ahafo,Asunafo South,1981,5,247.48022
2152,Brong Ahafo,Tano North,1981,5,174.45406
2153,Brong Ahafo,Tano South,1981,5,155.18912
2154,Ashanti,Atwima Mponua,1981,5,255.37407
2155,Ashanti,Atwima Nwabiagya,1981,5,224.53085
2156,Ashanti,Amansie Central,1981,5,214.75291
2157,Ashanti,Obuasi Municipal,1981,5,183.40547
2158,Ashanti,Adansi North,1981,5,172.71497
2159,Western,Bia,1981,5,171.71687
2160,Western,Juabeso,1981,5,228.17291
2161,Western,Wassa Amenfi East,1981,5,340.10358
2162,Western,Wassa Amenfi West,1981,5,336.21124
2163,Central,Assin North,1981,5,270.5496
2164,Central,Assin South,1981,5,296.51007
2165,Volta,Krachi East,1981,5,196.85196
2166,Volta,Krachi West,1981,5,169.3105
2167,Greater Accra,Ga East,1981,5,220.69754
2168,Volta,South Dayi,1981,5,223.51445
2169,Volta,Norh Dayi (Kpando),1981,5,221.62614
2170,Northern,Karaga,1981,5,179.14977
2171,Northern,Gushiegu,1981,5,170.95808
2172,Brong Ahafo,Pru,1981,5,183.78271
2173,Brong Ahafo,Atebubu Amantin,1981,5,218.841
2174,Eastern,Kwahu West,1981,5,274.94128
2175,Eastern,Atiwa,1981,5,298.88443
2176,Eastern,East Akim,1981,5,271.2609
2177,Upper West,Sissala West,1981,5,107.6272
2178,Upper West,Sissala East,1981,5,97.17369
2179,Upper East,Bolgatanga,1981,5,114.37286
2180,Upper East,Talensi Nabdam,1981,5,127.56932
2181,Volta,South Tongu,1981,5,241.61723
2182,Upper East,Kasena Nankana East,1981,5,109.59206
2183,Upper East,Kasena Nankana West,1981,5,110.69399
2184,Upper West,Jirapa,1981,5,127.10401
2185,Upper West,Lambussie Karni,1981,5,110.67522
2186,Northern,Kpandai,1981,5,160.28224
2187,Northern,East Gonja,1981,5,172.72527
2188,Brong Ahafo,Dormaa East,1981,5,141.2934
2189,Brong Ahafo,Dormaa Municipal,1981,5,143.97983
2190,Brong Ahafo,Nkoranza South,1981,5,185.48799
2191,Brong Ahafo,Nkoranza North,1981,5,166.68282
2192,Brong Ahafo,Sunyani Municipal,1981,5,158.69421
2193,Brong Ahafo,Sunyani West,1981,5,158.0944
2194,Central,Upper Denkyira West,1981,5,313.54083
2195,Central,Upper Denkyira East,1981,5,247.34904
2196,Central,Awutu Senya,1981,5,268.58826
2197,Central,Effutu,1981,5,326.5238
2198,Western,Prestea / Huni Valley,1981,5,342.838
2199,Western,Tarkwa Nsuaem,1981,5,331.14062
2200,Western,Sefwi Wiawso,1981,5,279.62234
2201,Western,Sefwi Akontombra,1981,5,291.8401
2202,Greater Accra,Ga West,1981,5,236.26244
2203,Greater Accra,Weija (Ga South),1981,5,252.71645
2204,Greater Accra,Adenta,1981,5,196.9999
2205,Greater Accra,Tema,1981,5,192.15704
2206,Greater Accra,Ashaiman,1981,5,190.11873
2207,Greater Accra,Ledzokuku / Krowor,1981,5,193.23283
2208,Greater Accra,A M A,1981,5,213.24194
2209,Volta,Biakoye,1981,5,224.46826
2210,Eastern,Birim South,1981,5,341.91382
2211,Eastern,Birim Central Municipal,1981,5,339.38773
2212,Eastern,Kwahu East,1981,5,272.9491
2213,Eastern,Kwahu South,1981,5,286.55997
2214,Ashanti,Adansi South,1981,5,176.8858
2215,Ashanti,Bosome Freho,1981,5,221.03403
2216,Ashanti,Sekyere South,1981,5,223.03647
2217,Ashanti,Sekyere Central,1981,5,258.88046
2218,Ashanti,Mampong Municipal,1981,5,211.71753
2219,Ashanti,Offinso North,1981,5,176.77475
2220,Ashanti,Offinso Municipal,1981,5,209.14394
2221,Ashanti,Ejisu Juaben,1981,5,175.7446
2222,Ashanti,Sekyere East,1981,5,224.7189
2223,Central,Agona East,1981,5,337.3395
2224,Central,Agona West,1981,5,390.97748
2225,Eastern,Lower Manya Krobo,1981,5,206.9727
2226,Eastern,Upper Manya Krobo,1981,5,208.0925
2227,Western,Shama,1981,5,190.79436
2228,Western,Sekondi-Takoradi,1981,5,257.47928
2229,Western,Mpohor-Wassa East,1981,5,249.28705
2230,Western,Nzema East,1981,5,382.45782
2231,Western,Ellembelle,1981,5,338.7107
2232,Ashanti,Bekwai Municipal,1981,5,159.94087
2233,Ashanti,Kwabre East,1981,5,211.46545
2234,Ashanti,Afigya Kwabre,1981,5,202.23637
2235,Ashanti,Atwima Kwanwoma,1981,5,218.53262
2236,Ashanti,Bosumtwi,1981,5,208.78648
2237,Eastern,Birim North,1981,5,269.1841
2238,Eastern,Akyemansa,1981,5,307.16864
2239,Brong Ahafo,Sene,1981,5,198.9906
2240,Ashanti,Sekyere Afram Plains,1981,5,278.27066
2241,Eastern,Kwahu North,1981,5,214.26424
2242,Central,Gomoa West,1981,5,407.16034
2243,Central,Gomoa East,1981,5,307.90393
2244,Volta,Akatsi,1981,5,259.9863
2245,Volta,Hohoe,1981,5,236.77402
2246,Volta,Kadjebi,1981,5,226.45381
2247,Northern,Zabzugu-Tatale,1981,5,165.89792
2248,Upper East,Garu Tempane,1981,5,136.42915
2249,Northern,Bunkpurugu Yonyo,1981,5,172.5232
2250,Northern,Nanumba South,1981,5,163.12862
2251,Volta,Ho,1981,5,241.01355
2252,Volta,Adaklu Anyigbe,1981,5,234.09618
2253,Northern,Chereponi,1981,5,178.33597
2254,Northern,Saboba,1981,5,167.68126
2255,Volta,Jasikan,1981,5,226.55922
2256,Volta,Ketu North,1981,5,251.62825
2257,Volta,Ketu South,1981,5,224.88022
2258,Volta,Nkwanta North,1981,5,156.27176
2259,Volta,Nkwanta South,1981,5,175.2792
2542,Ashanti,Ahafo Ano North,1981,6,162.20622
2543,Ashanti,Ahafo Ano South,1981,6,180.1223
2544,Ashanti,Amansie West,1981,6,215.97502
2545,Ashanti,Asante Akim North,1981,6,182.99727
2546,Ashanti,Asante Akim South,1981,6,177.22418
2547,Ashanti,Ejura Sekye Dumasi,1981,6,91.72315
2548,Brong Ahafo,Asutifi,1981,6,139.326
2549,Brong Ahafo,Berekum,1981,6,117.21554
2550,Brong Ahafo,Techiman,1981,6,117.45142
2551,Central,Ajumanku / Enyan / Essiam,1981,6,255.65187
2552,Central,Abura / Asebu / Kwamankese,1981,6,192.5463
2553,Central,Asikuma / Odoben / Brakwa,1981,6,211.26877
2554,Central,Cape Coast,1981,6,206.99905
2555,Central,Komenda / Edina / Eguafo / Abirem,1981,6,185.88554
2556,Central,Mfantsiman,1981,6,257.2368
2557,Central,Twifo / Heman / Lower Denkyira,1981,6,174.36597
2558,Eastern,Akwapim North,1981,6,219.75885
2559,Eastern,Akwapim South,1981,6,206.56221
2560,Eastern,Asuogyaman,1981,6,204.99065
2561,Eastern,Fanteakwa,1981,6,189.76854
2562,Eastern,Kwaebibirem,1981,6,210.63437
2563,Eastern,New Juaben Municipal,1981,6,194.58609
2564,Eastern,Suhum / Kraboa Coaltar,1981,6,206.78568
2565,Eastern,West Akim,1981,6,230.33023
2566,Eastern,Yilo Krobo,1981,6,209.46332
2567,Greater Accra,Dangbe East,1981,6,230.93004
2568,Greater Accra,Dangbe West,1981,6,216.05101
2569,Upper West,Lawra,1981,6,118.64323
2570,Upper West,Nadowli,1981,6,121.36765
2571,Volta,Keta Municipal,1981,6,254.39719
2572,Volta,North Tongu,1981,6,210.79837
2573,Western,Ahanta West,1981,6,370.92944
2574,Western,Aowin / Suaman,1981,6,232.66354
2575,Western,Sefwi Bibiani-Ahwiaso Bekwai,1981,6,220.55775
2576,Western,Jomoro,1981,6,372.2348
2577,Ashanti,K M A,1981,6,146.25333
2578,Upper East,Bawku West,1981,6,130.16484
2579,Upper East,Bongo,1981,6,144.37366
2580,Upper East,Builsa,1981,6,94.77387
2581,Northern,West Mamprusi,1981,6,111.85725
2582,Northern,Savelugu Nanton,1981,6,139.85684
2583,Northern,Tolon Kumbugu,1981,6,102.24931
2584,Northern,Yendi,1981,6,175.29707
2585,Northern,Tamale,1981,6,164.29562
2586,Upper West,Wa West,1981,6,117.86489
2587,Upper West,Wa Municipal,1981,6,125.74098
2588,Upper West,Wa East,1981,6,111.17087
2589,Upper East,Bawku Municipal,1981,6,132.23651
2590,Northern,East Mamprusi,1981,6,128.68163
2591,Northern,Central Gonja,1981,6,101.65639
2592,Northern,West Gonja,1981,6,82.15314
2593,Northern,Bole,1981,6,92.36459
2594,Northern,Sawla / Tuna / Kalba,1981,6,109.27422
2595,Northern,Nanumba North,1981,6,183.30206
2596,Brong Ahafo,Kintampo,1981,6,60.249443
2597,Brong Ahafo,Kintampo South,1981,6,76.90747
2598,Brong Ahafo,Wenchi,1981,6,110.4015
2599,Brong Ahafo,Tain,1981,6,106.80473
2600,Brong Ahafo,Jaman South,1981,6,126.29697
2601,Brong Ahafo,Jaman North,1981,6,134.92992
2602,Brong Ahafo,Asunafo North,1981,6,145.71864
2603,Brong Ahafo,Asunafo South,1981,6,160.84906
2604,Brong Ahafo,Tano North,1981,6,143.64333
2605,Brong Ahafo,Tano South,1981,6,146.90828
2606,Ashanti,Atwima Mponua,1981,6,179.67525
2607,Ashanti,Atwima Nwabiagya,1981,6,161.79306
2608,Ashanti,Amansie Central,1981,6,197.4436
2609,Ashanti,Obuasi Municipal,1981,6,153.54941
2610,Ashanti,Adansi North,1981,6,151.64519
2611,Western,Bia,1981,6,166.55684
2612,Western,Juabeso,1981,6,171.45024
2613,Western,Wassa Amenfi East,1981,6,238.23875
2614,Western,Wassa Amenfi West,1981,6,254.36673
2615,Central,Assin North,1981,6,162.51106
2616,Central,Assin South,1981,6,184.04198
2617,Volta,Krachi East,1981,6,195.72987
2618,Volta,Krachi West,1981,6,180.55383
2619,Greater Accra,Ga East,1981,6,208.71838
2620,Volta,South Dayi,1981,6,192.82066
2621,Volta,Norh Dayi (Kpando),1981,6,190.0959
2622,Northern,Karaga,1981,6,141.5199
2623,Northern,Gushiegu,1981,6,137.74362
2624,Brong Ahafo,Pru,1981,6,137.4122
2625,Brong Ahafo,Atebubu Amantin,1981,6,157.04993
2626,Eastern,Kwahu West,1981,6,263.13763
2627,Eastern,Atiwa,1981,6,238.25821
2628,Eastern,East Akim,1981,6,217.02809
2629,Upper West,Sissala West,1981,6,133.5753
2630,Upper West,Sissala East,1981,6,94.844475
2631,Upper East,Bolgatanga,1981,6,145.37048
2632,Upper East,Talensi Nabdam,1981,6,141.16248
2633,Volta,South Tongu,1981,6,240.36462
2634,Upper East,Kasena Nankana East,1981,6,126.92469
2635,Upper East,Kasena Nankana West,1981,6,99.70145
2636,Upper West,Jirapa,1981,6,114.84483
2637,Upper West,Lambussie Karni,1981,6,131.84514
2638,Northern,Kpandai,1981,6,175.58142
2639,Northern,East Gonja,1981,6,157.9749
2640,Brong Ahafo,Dormaa East,1981,6,117.93987
2641,Brong Ahafo,Dormaa Municipal,1981,6,134.70769
2642,Brong Ahafo,Nkoranza South,1981,6,85.7698
2643,Brong Ahafo,Nkoranza North,1981,6,71.82183
2644,Brong Ahafo,Sunyani Municipal,1981,6,126.52516
2645,Brong Ahafo,Sunyani West,1981,6,119.72995
2646,Central,Upper Denkyira West,1981,6,255.57013
2647,Central,Upper Denkyira East,1981,6,181.86165
2648,Central,Awutu Senya,1981,6,223.05157
2649,Central,Effutu,1981,6,245.29938
2650,Western,Prestea / Huni Valley,1981,6,260.3308
2651,Western,Tarkwa Nsuaem,1981,6,312.55713
2652,Western,Sefwi Wiawso,1981,6,205.46979
2653,Western,Sefwi Akontombra,1981,6,216.67717
2654,Greater Accra,Ga West,1981,6,203.78494
2655,Greater Accra,Weija (Ga South),1981,6,219.11407
2656,Greater Accra,Adenta,1981,6,193.21907
2657,Greater Accra,Tema,1981,6,198.5011
2658,Greater Accra,Ashaiman,1981,6,198.52792
2659,Greater Accra,Ledzokuku / Krowor,1981,6,187.40775
2660,Greater Accra,A M A,1981,6,194.97337
2661,Volta,Biakoye,1981,6,193.27417
2662,Eastern,Birim South,1981,6,176.97281
2663,Eastern,Birim Central Municipal,1981,6,245.33412
2664,Eastern,Kwahu East,1981,6,246.94548
2665,Eastern,Kwahu South,1981,6,226.78935
2666,Ashanti,Adansi South,1981,6,143.84592
2667,Ashanti,Bosome Freho,1981,6,143.40123
2668,Ashanti,Sekyere South,1981,6,105.10479
2669,Ashanti,Sekyere Central,1981,6,139.89223
2670,Ashanti,Mampong Municipal,1981,6,105.71568
2671,Ashanti,Offinso North,1981,6,113.88602
2672,Ashanti,Offinso Municipal,1981,6,117.34568
2673,Ashanti,Ejisu Juaben,1981,6,131.94408
2674,Ashanti,Sekyere East,1981,6,116.87499
2675,Central,Agona East,1981,6,249.56033
2676,Central,Agona West,1981,6,240.46263
2677,Eastern,Lower Manya Krobo,1981,6,205.6022
2678,Eastern,Upper Manya Krobo,1981,6,183.29367
2679,Western,Shama,1981,6,210.81723
2680,Western,Sekondi-Takoradi,1981,6,219.82826
2681,Western,Mpohor-Wassa East,1981,6,234.97937
2682,Western,Nzema East,1981,6,374.5362
2683,Western,Ellembelle,1981,6,362.63034
2684,Ashanti,Bekwai Municipal,1981,6,147.47766
2685,Ashanti,Kwabre East,1981,6,118.07866
2686,Ashanti,Afigya Kwabre,1981,6,103.82544
2687,Ashanti,Atwima Kwanwoma,1981,6,161.95872
2688,Ashanti,Bosumtwi,1981,6,141.66064
2689,Eastern,Birim North,1981,6,200.13614
2690,Eastern,Akyemansa,1981,6,142.01909
2691,Brong Ahafo,Sene,1981,6,191.72968
2692,Ashanti,Sekyere Afram Plains,1981,6,217.36299
2693,Eastern,Kwahu North,1981,6,178.171
2694,Central,Gomoa West,1981,6,245.96066
2695,Central,Gomoa East,1981,6,239.4423
2696,Volta,Akatsi,1981,6,234.25168
2697,Volta,Hohoe,1981,6,207.37428
2698,Volta,Kadjebi,1981,6,215.24
2699,Northern,Zabzugu-Tatale,1981,6,202.55121
2700,Upper East,Garu Tempane,1981,6,139.48695
2701,Northern,Bunkpurugu Yonyo,1981,6,153.26326
2702,Northern,Nanumba South,1981,6,200.79189
2703,Volta,Ho,1981,6,196.25258
2704,Volta,Adaklu Anyigbe,1981,6,193.38014
2705,Northern,Chereponi,1981,6,172.54044
2706,Northern,Saboba,1981,6,172.1647
2707,Volta,Jasikan,1981,6,198.15605
2708,Volta,Ketu North,1981,6,230.08426
2709,Volta,Ketu South,1981,6,245.22113
2710,Volta,Nkwanta North,1981,6,210.87991
2711,Volta,Nkwanta South,1981,6,222.36484
2994,Ashanti,Ahafo Ano North,1981,7,79.677414
2995,Ashanti,Ahafo Ano South,1981,7,65.333046
2996,Ashanti,Amansie West,1981,7,90.383575
2997,Ashanti,Asante Akim North,1981,7,102.59435
2998,Ashanti,Asante Akim South,1981,7,95.2069
2999,Ashanti,Ejura Sekye Dumasi,1981,7,24.035677
3000,Brong Ahafo,Asutifi,1981,7,80.86612
3001,Brong Ahafo,Berekum,1981,7,92.10923
3002,Brong Ahafo,Techiman,1981,7,49.87151
3003,Central,Ajumanku / Enyan / Essiam,1981,7,100.83486
3004,Central,Abura / Asebu / Kwamankese,1981,7,48.21429
3005,Central,Asikuma / Odoben / Brakwa,1981,7,105.40372
3006,Central,Cape Coast,1981,7,44.69278
